CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
17256,,Noah,,Flores,,5522 Roundtree Place,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0159,4/13/1970,High School,Management,M,M,1,4,5,5,157990,167,1
15331,,Jacob,M,Taylor,,1019 Kenwal Rd.,,Lake Oswego,Oregon,United States,97034,927-555-0155,8/26/1949,Partial College,Professional,M,M,1,2,1,2,85695,94,0
11107,,Bianca,,Lin,,7530 Eola,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0121,9/9/1959,Bachelors ,Professional,F,M,1,1,0,1,117317,54,1
15846,,Julian,,Flores,,4194 Baywood Drive,,Metchosin,British Columbia,Canada,V9,494-555-0138,9/9/1968,Bachelors ,Management,M,S,1,1,0,0,131937,81,0
15712,,Whitney,,Chandra,,2237 Buena Vista Ave.,,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0167,12/5/1948,High School,Management,F,M,1,4,5,5,150192,107,1
20723,,Cedric,T,Zhu,,Bundesallee 7567,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0191,12/26/1971,Partial High School,Manual,M,S,0,2,0,0,23798,62,1
17458,,Jason,E,Collins,,8649 Cornwall Court,,Santa Monica,California,United States,90401,201-555-0169,7/5/1954,High School,Professional,M,S,1,0,1,3,82858,79,1
11851,,Jada,,Mitchell,,6848 Calico Way,,Concord,California,United States,94519,416-555-0196,9/8/1963,Bachelors ,Professional,F,S,1,2,2,4,76726,62,1
26824,,Theresa,,Blanco,,6780 Ware Ct.,,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0181,3/6/1966,Partial High School,Manual,F,S,1,1,4,4,18081,67,0
16978,,Jeremy,,Rivera,,7176 A St.,,Tacoma,Washington,United States,98403,990-555-0185,4/4/1966,Graduate Degree,Professional,M,M,1,0,0,0,109940,86,1
23573,,Jorge,,Gao,,3726 Northridge Drive,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0171,5/20/1942,Bachelors ,Management,M,M,1,2,0,2,69798,75,0
20813,Mr.,Michael,L.,Rothkugel,,3552 Mildred Ln.,,St. Leonards,New South Wales,Australia,2065,358-555-0100,4/12/1979,Partial College,Manual,M,M,1,1,0,0,23504,68,0
14486,,Jonathan,R,Coleman,,9697 Clear Court,,Santa Cruz,California,United States,95062,225-555-0129,3/19/1960,Graduate Degree,Management,M,M,1,2,1,1,182198,110,1
24191,,Marshall,R,He,,Hellweg 4924,,Kiel,Saarland,Germany,24044,1 (11) 500 555-0158,9/11/1960,Graduate Degree,Clerical,M,M,1,0,0,3,74679,81,0
14409,,Eric,,Wang,,5363 Willow Pass Dr,,National City,California,United States,91950,508-555-0172,4/26/1950,Partial College,Professional,M,M,1,1,2,4,101620,107,1
12538,,Paula,,Blanco,,Marketplatz 7935,,Berlin,Saarland,Germany,12311,1 (11) 500 555-0180,8/21/1961,Graduate Degree,Clerical,F,M,1,0,0,1,53422,47,0
21508,,Suzanne,,Li,,1893 Cranberry Way,,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0117,3/25/1956,High School,Professional,F,M,1,4,4,4,135416,97,0
13918,,Armando,F,Blanco,,4064 Regina Lane,,Burnaby,British Columbia,Canada,V3J 6Z3,783-555-0163,7/5/1964,Bachelors ,Skilled Manual,M,S,1,3,4,4,66302,124,1
15796,,Edward,,Hayes,,9155 Wee Donegal,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0119,5/11/1965,Bachelors ,Professional,M,M,1,4,5,5,136465,158,1
14505,,Alex,K,Edwards,,4681 Mt. Whitney,,Beverly Hills,California,United States,90210,155-555-0116,5/25/1938,Bachelors ,Management,M,M,1,4,3,3,151796,125,0
26603,,Sheila,L,Ruiz,,9171 Driftwood Court,,Burlingame,California,United States,94010,216-555-0136,4/3/1963,Bachelors ,Professional,F,S,0,2,2,4,80401,66,0
12965,,Cody,A,Bell,,89 Ancona Ct.,,National City,California,United States,91950,416-555-0119,9/19/1961,High School,Skilled Manual,M,M,1,3,3,4,76165,119,1
12455,,Benjamin,,Lewis,,3420 Weber Bryan Pl.,,Mill Valley,California,United States,94941,763-555-0144,4/10/1959,Graduate Degree,Skilled Manual,M,M,1,0,0,4,100780,83,0
20816,,Connor,J,Ross,,6093 Olivera Road,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0171,7/12/1980,Bachelors ,Clerical,M,M,1,0,0,0,42115,68,1
21404,,Julio,H,Sanz,,8964 Sanford St,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0175,6/19/1957,High School,Professional,M,S,0,2,0,2,87074,74,1
19067,,Misty,R,Luo,,Postfach 55 00 00,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0162,2/8/1951,High School,Professional,F,M,1,3,1,4,109516,65,1
17530,,Devin,A,Wood,,7521 Partridge Dr.,,Puyallup,Washington,United States,98371,364-555-0114,5/21/1956,High School,Professional,M,M,0,2,0,2,88284,81,0
18689,,Miguel,,Miller,,4293 Concord Ct.,,Everett,Washington,United States,98201,397-555-0155,7/1/1958,Graduate Degree,Professional,M,M,1,0,4,5,137889,151,0
14629,,Blake,,Hernandez,,2423 Garland Drive,,Burien,Washington,United States,98168,118-555-0124,7/24/1961,Partial College,Skilled Manual,M,M,1,1,0,1,86940,77,1
25524,,Shaun,,Anand,,Potsdamer Straße 929,,Hannover,Nordrhein-Westfalen,Germany,30601,1 (11) 500 555-0138,12/3/1974,Partial High School,Manual,M,M,0,2,0,0,26790,69,0
21713,,Jose,B,Parker,,76 Woodcrest Dr.,,Downey,California,United States,90241,837-555-0179,12/11/1958,Graduate Degree,Skilled Manual,M,S,0,0,0,5,142722,84,1
18902,,Steve,R,Chen,,3972 Almond Drive,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0125,8/16/1951,High School,Skilled Manual,M,M,0,2,0,3,53780,72,0
19947,,Darryl,,Liu,,4404 Mildred Avenue,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0157,5/26/1975,Bachelors ,Professional,M,S,0,2,0,0,108380,76,1
20540,,Jasmine,,Flores,,4691 Frisbie Court,,Berkeley,California,United States,94704,139-555-0182,6/21/1951,Partial College,Professional,F,M,1,1,1,2,73984,58,0
11835,,Elijah,M,Russell,,1592 Working Drive,,Metchosin,British Columbia,Canada,V9,188-555-0159,6/19/1965,Bachelors ,Skilled Manual,M,S,1,2,3,3,124539,120,1
18805,,Tracy,,Simpson,,7427 Fern Leaf Lane,,Beaverton,Oregon,United States,97005,242-555-0116,6/21/1972,Bachelors ,Skilled Manual,F,M,1,0,1,1,58134,56,0
20605,,Kevin,F,Yang,,6155 Vista Oak Dr,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0152,2/3/1975,Bachelors ,Professional,M,S,1,3,0,0,145271,79,1
12290,,Kaylee,,Morris,,"9, quai de l´ Iton",,Lille,Nord,France,59000,1 (11) 500 555-0143,4/25/1968,High School,Manual,F,S,1,1,2,2,12702,48,1
20516,,Gabriel,,Russell,,7869 Sea Point Way,,West Covina,California,United States,91791,161-555-0156,8/2/1947,Partial College,Professional,M,M,1,1,1,2,100464,96,0
11526,,Katherine,P,Diaz,,8160 Star Tree Court,,Westminster,British Columbia,Canada,V3L 1E7,147-555-0124,8/6/1956,Partial College,Clerical,F,M,1,1,0,1,59253,48,0
18595,,Marcus,,Hernandez,,2197 Clay Road,,Oak Bay,British Columbia,Canada,V8P,735-555-0116,2/6/1965,Bachelors ,Skilled Manual,M,S,1,3,3,3,135271,125,1
16861,,Luis,,Sharma,,4207 Madrid Lane,,Lakewood,California,United States,90712,630-555-0138,6/10/1962,Bachelors ,Management,M,S,0,4,2,2,162391,112,1
22483,,Lee,,Ramos,,"14, rue Marbeuf",,Paris,Seine (Paris),France,75012,1 (11) 500 555-0153,10/25/1965,Partial High School,Manual,M,S,1,2,3,4,15399,83,0
11378,,Shannon,,Liang,,7445 Meaham Drive,,Metz,Moselle,France,57000,1 (11) 500 555-0159,5/22/1960,High School,Manual,F,S,0,1,1,1,28411,48,0
14670,,Leslie,,Gill,,7186 N. Thompson Rd.,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0180,11/3/1968,Bachelors ,Professional,F,S,1,1,2,2,96532,63,1
25512,,Devin,,Clark,,3689 Sun Tree Lane,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0177,8/24/1976,High School,Manual,M,S,0,1,0,0,21855,58,0
20931,,Brian,F,Sanchez,,8290 N. 39th Street,,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0132,10/15/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,59192,78,1
22448,,Cindy,,Weber,,"8344, rue de la Centenaire",,Morangis,Essonne,France,91420,1 (11) 500 555-0169,10/10/1969,Graduate Degree,Clerical,F,S,1,0,0,0,51526,42,1
15244,,Alexis,L,Rodriguez,,6306 Morning Way,,Royal Oak,British Columbia,Canada,V8X,306-555-0159,6/5/1976,High School,Skilled Manual,F,M,1,2,0,0,36932,39,0
12722,,Latasha,L,Gomez,,Heiderweg 4983,,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0177,2/12/1980,Partial High School,Manual,F,S,0,2,0,0,14316,36,1
25533,,Suzanne,A,Huang,,Residenz Straße 4324,,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0111,7/2/1961,Bachelors ,Manual,F,S,0,0,0,1,24197,43,0
13335,,Alyssa,S,Barnes,,4498 Dennis Circle,,Lakewood,California,United States,90712,317-555-0120,2/21/1940,Bachelors ,Management,F,S,1,2,0,5,101561,46,0
12485,,Veronica,J,Subram,,"6, rue Saint-Lazare",,Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0127,3/25/1964,High School,Manual,F,S,1,0,3,3,14937,58,1
27574,,Madeline,D,Hill,,3064 Whyte Park Ave.,,Santa Monica,California,United States,90401,779-555-0187,4/12/1958,Partial College,Skilled Manual,F,M,1,1,0,1,108632,57,0
18192,,Max,,Hernandez,,6885 Amending Drive,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0142,1/13/1974,Bachelors ,Professional,M,M,1,4,0,0,89703,79,0
25504,,Calvin,G,Sutton,,Winterfeldtstr 3535,,Bonn,Hamburg,Germany,53131,1 (11) 500 555-0138,10/12/1978,Partial College,Clerical,M,S,1,2,3,3,56550,102,0
17810,,Frederick,,Prasad,,2569 La Orinda Pl.,,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0159,2/7/1963,Partial High School,Manual,M,M,0,2,2,3,12859,77,1
11484,,Erick,L,Sai,,Hauptstr 6057,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0161,3/6/1972,Partial College,Clerical,M,S,1,0,2,2,64690,95,1
22050,,Richard,N,Bailey,,5826 Limewood Pl.,,Burnaby,British Columbia,Canada,V3J 6Z3,818-555-0146,2/18/1968,Bachelors ,Management,M,S,1,1,4,4,132172,134,1
28057,,Rachel,,Anderson,,6735 Alet Court,,Seattle,Washington,United States,98104,424-555-0194,3/13/1952,Partial High School,Skilled Manual,F,M,1,2,1,2,70548,63,0
27335,,Ricardo,,Raji,,"1, place Beaubernard",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0189,8/21/1947,Partial High School,Skilled Manual,M,M,1,2,0,5,102689,76,0
16595,,Cameron,L,Anderson,,37 Peachwillow Lane,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0151,7/19/1952,Bachelors ,Management,M,M,1,3,5,5,168242,168,1
17802,,Erick,C,Arun,,Hochstr 8444,,Hof,Bayern,Germany,95010,1 (11) 500 555-0122,10/10/1964,Partial High School,Manual,M,S,1,2,3,4,25742,85,1
11564,,Jorge,L,Liang,,Heiderweg 4982,,Frankfurt am Main,Hamburg,Germany,60355,1 (11) 500 555-0161,7/12/1966,High School,Manual,M,S,0,2,1,1,24346,69,1
15766,,Priscilla,,Black,,2335 Peabody Road,,Melton,Victoria,Australia,3337,1 (11) 500 555-0113,8/16/1959,Graduate Degree,Management,F,S,0,1,0,0,141687,59,0
23861,,Keith,C,Anand,,3581 Rising Dawn Way,,Beaverton,Oregon,United States,97005,173-555-0173,6/16/1968,Bachelors ,Skilled Manual,M,M,1,1,2,2,92379,111,1
15864,,Lauren,,Bailey,,8080 Lancelot Dr.,,Vancouver,British Columbia,Canada,V7L 4J4,797-555-0172,10/20/1973,Graduate Degree,Skilled Manual,F,S,0,0,0,0,71692,45,1
16424,,Brandi,,Diaz,,"1001, rue des Bouchers",,Paris,Seine (Paris),France,75012,1 (11) 500 555-0189,7/18/1966,Bachelors ,Professional,F,M,0,0,0,0,61228,46,0
16519,,Yolanda,,Chander,,4409 North Ranchford,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0143,8/14/1976,High School,Manual,F,S,0,0,1,1,19417,46,0
23551,,Mason,,Scott,,8955 Tice Valley Blvd.,,Langley,British Columbia,Canada,V3A 4R2,931-555-0157,5/25/1976,High School,Skilled Manual,M,S,0,2,0,0,46358,59,1
21631,,Martin,E,Sanchez,,1267 Baltic Sea Ct.,,Cliffside,British Columbia,Canada,V8Y 1L1,806-555-0119,4/19/1965,Bachelors ,Skilled Manual,M,M,1,3,3,3,51436,110,1
17363,,Benjamin,,Harris,,6878 D Mt. Hood Circle,,Imperial Beach,California,United States,91932,280-555-0153,10/9/1968,Bachelors ,Management,M,M,1,1,0,0,131460,89,0
18020,,Armando,W,Ruiz,,Reiherweg 4164,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0170,1/9/1977,High School,Manual,M,S,1,1,0,0,19972,65,0
15580,,Ruben,,Raman,,7317 Cortes,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,2/24/1968,Bachelors ,Professional,M,M,1,1,2,2,112733,116,1
11647,,Randy,J,Wu,,589 Ashwood Dr.,,Cliffside,British Columbia,Canada,V8Y 1L1,189-555-0124,9/22/1969,Bachelors ,Skilled Manual,M,S,0,0,2,2,66765,92,1
25990,,Jenna,A,Parker,,8311 Roland Drive,,Portland,Oregon,United States,97205,276-555-0163,8/22/1962,Bachelors ,Professional,F,S,0,1,0,1,83379,48,0
13984,,Adrian,C,Richardson,,3930 Sony Hill Circle,,San Diego,California,United States,92102,408-555-0120,3/8/1979,Partial College,Skilled Manual,M,S,0,1,0,0,92848,72,0
12193,,Caleb,M,Simmons,,7450 Olivera Rd,,Newton,British Columbia,Canada,V2M1N7,164-555-0159,2/4/1954,High School,Professional,M,S,1,0,1,3,93147,85,1
13933,,Isabella,F,Richardson,,7413 Alpine Drive,,Torrance,California,United States,90505,910-555-0166,6/12/1961,Partial College,Skilled Manual,F,M,1,1,0,1,68889,56,0
25325,,Wyatt,,Parker,,6745 Salem St,,York,England,United Kingdom,YO15,1 (11) 500 555-0117,2/16/1918,Partial High School,Manual,M,S,0,2,0,4,20502,34,0
17303,,Terrence,R,Tang,,2313 Santa Cruz Drive,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0159,10/18/1964,Bachelors ,Professional,M,M,1,2,3,3,97095,123,1
16751,,Aaron,C,Scott,,199 Clymer Ct.,,Sedro Woolley,Washington,United States,98284,705-555-0178,12/13/1973,Partial College,Skilled Manual,M,M,1,1,0,0,97887,79,1
25398,,Thomas,K,Jones,,3152 Torino Court,,San Carlos,California,United States,94070,678-555-0129,6/24/1971,Graduate Degree,Professional,M,S,0,0,0,3,122010,81,0
21331,,Timothy,,James,,4797 Sea Point Way,,N. Vancouver,British Columbia,Canada,V7L 4J4,811-555-0154,3/10/1954,Partial High School,Skilled Manual,M,S,1,2,0,2,84016,72,0
11046,,Christine,,Yuan,,2356 Orange St,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0113,3/22/1950,High School,Skilled Manual,F,M,1,2,0,3,50798,48,0
25205,,John,,Jones,,8113 Carlisle Way,,Beverly Hills,California,United States,90210,825-555-0143,9/14/1949,High School,Professional,M,S,1,2,0,4,52027,61,0
17573,,Caroline,,Ross,,9433 Athene Drive,,Mill Valley,California,United States,94941,235-555-0196,8/18/1969,Bachelors ,Skilled Manual,F,S,0,0,2,2,52029,60,1
29265,,Marissa,C,Diaz,,6272 Maywood Ln,,Daly City,California,United States,94015,390-555-0145,11/8/1936,Bachelors ,Management,F,S,0,2,0,4,108148,42,0
20070,,Richard,,Morris,,1090 El Dorado Way,,Vancouver,British Columbia,Canada,V7L 4J4,168-555-0122,4/9/1966,Graduate Degree,Skilled Manual,M,M,0,0,0,0,86769,83,1
17242,,Dale,K,Chande,,3623 Bush Avenue,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0145,4/28/1973,Partial College,Management,M,M,1,3,5,5,170448,168,1
24419,,Kaylee,L,Rivera,,2312 Wilson Court,,Berkeley,California,United States,94704,530-555-0180,1/28/1955,High School,Professional,F,M,1,0,3,4,80509,77,0
15976,,Kristopher,,Patel,,5665 Las Lomas Way,,Bremerton,Washington,United States,98312,632-555-0157,5/24/1960,High School,Professional,M,S,1,3,3,4,115133,115,1
27823,,Joan,M,Gao,,Curieweg 2994,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0114,12/17/1962,Bachelors ,Skilled Manual,F,M,1,1,0,1,54496,53,0
26947,,Suzanne,A,Ma,,1005 Matterhorn Ct.,,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0143,11/10/1970,Partial College,Manual,F,S,0,1,0,0,33913,42,0
11762,,Randall,R,Gomez,,1159 Lacassie Ave,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0179,8/24/1967,Bachelors ,Professional,M,M,1,4,5,5,103590,154,1
22723,,Alexander,G,Anderson,,9614 Warwick Dr.,,West Covina,California,United States,91791,709-555-0162,12/5/1942,Graduate Degree,Management,M,M,1,2,0,3,123261,76,0
21821,,Clayton,,Tang,,Pappelallee 622,,Bonn,Hamburg,Germany,53001,1 (11) 500 555-0187,5/22/1957,High School,Professional,M,S,1,4,4,4,166161,141,1
27346,,Leslie,,Dominguez,,245 Blue Jay Drive,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0118,10/16/1975,Bachelors ,Professional,F,S,0,2,0,0,102905,52,0
27785,,Sebastian,D,Bell,,3039 Eagle Way,,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0113,10/5/1931,Bachelors ,Skilled Manual,M,M,1,1,0,1,69125,61,0
15377,,Brianna,,Jackson,,5108 C Mt. Hood Cr.,,Victoria,British Columbia,Canada,V8V,259-555-0163,7/5/1963,Partial College,Professional,F,S,1,2,3,4,102009,72,1
17187,,Alejandro,L,Ma,,"1010, impasse Notre-Dame",,Orleans,Loiret,France,45000,1 (11) 500 555-0117,4/1/1955,High School,Professional,M,S,1,2,1,2,122026,94,1
15470,,Hailey,M,Lopez,,6345 Dartmouth Way,,Lemon Grove,California,United States,91945,967-555-0118,2/21/1970,Graduate Degree,Professional,F,M,1,0,0,1,84968,55,0
11415,,Randy,H,She,,Roßstr 5538,,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0141,6/5/1944,Partial College,Professional,M,S,0,2,0,5,133666,73,0
28740,,Alisha,M,Alan,,"8128, rue Lamarck",,Paris,Seine (Paris),France,75005,1 (11) 500 555-0161,4/5/1973,Bachelors ,Skilled Manual,F,M,1,0,1,1,52621,58,0
15315,,Katherine,S,Bennett,,5979 Lynwood Drive,,Renton,Washington,United States,98055,739-555-0110,10/17/1946,Bachelors ,Management,F,M,0,1,1,4,89635,62,0
17181,,Jenny,C,Lal,,Heiderweg 4284,,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0197,3/20/1958,Bachelors ,Management,F,M,0,4,3,3,143106,96,0
11481,,Erica,,Hu,,Am Gallberg 46,Einkaufsabteilung,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0117,5/23/1973,Bachelors ,Skilled Manual,F,M,1,0,1,1,46077,56,1
21540,,Ross,,Rubio,,3177 Lincoln Drive,,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0180,2/17/1950,Bachelors ,Management,M,S,0,3,5,5,174937,150,1
25019,,Misty,S,Shen,,3055 Mt. Trinity Ct.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0190,10/19/1950,Partial High School,Clerical,F,M,1,3,1,2,32496,48,0
21165,,Sheila,J,Gomez,,7826 W. Hookston Road,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0156,8/3/1969,Graduate Degree,Management,F,S,1,0,4,4,114643,88,1
15872,,Gabriella,Z,Gonzalez,,5828 E. 102nd Street,,Victoria,British Columbia,Canada,V8V,305-555-0149,10/2/1972,Graduate Degree,Skilled Manual,F,M,1,0,1,1,50216,61,1
20617,,Chloe,L,Johnson,,8966 Keywood Ct,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0112,5/28/1972,High School,Management,F,S,1,3,5,5,100495,87,1
27908,,Adriana,,Sanchez,,Knaackstr 956,Leiter der Abteilung,Berlin,Saarland,Germany,14197,1 (11) 500 555-0127,11/5/1970,Partial College,Manual,F,S,0,1,0,0,32870,46,0
15779,,Jackson,,Hayes,,7783 Limewood Pl,,Bremerton,Washington,United States,98312,214-555-0114,2/18/1957,Partial College,Professional,M,M,1,0,1,2,88985,96,0
11164,,Devin,,Brooks,,4231 Highland Dr.,,Torrance,California,United States,90505,502-555-0138,5/5/1974,Partial College,Skilled Manual,M,S,0,1,0,0,48946,64,1
15182,,Deanna,,Srini,,3794 Trees Drive,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0148,8/26/1956,High School,Skilled Manual,F,S,1,2,0,2,73419,44,0
23711,,Fernando,W,Diaz,,4354 Northwood Dr.,,Sedro Woolley,Washington,United States,98284,258-555-0117,9/17/1947,Bachelors ,Management,M,S,1,1,1,2,112507,88,1
22523,,Jon,G,Xu,,Lindenalle 2284,,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0138,7/17/1962,Bachelors ,Skilled Manual,M,M,1,1,0,1,57409,79,1
24584,,Ronnie,,Liang,,8426 Kendall Rd.,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0139,8/12/1975,Bachelors ,Professional,M,S,0,3,0,0,103753,73,0
23041,,Natalie,,Garcia,,160 Kentucky Drive,,Long Beach,California,United States,90802,651-555-0128,10/27/1955,High School,Professional,F,S,1,0,3,4,74605,72,1
29363,,Cristina,R,Jai,,Postfach 22 99 99,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0191,12/25/1967,Partial College,Manual,F,S,1,1,1,1,13618,48,0
23832,,Alexandra,B,Ramirez,,1876 La Costa Ct.,,Bellingham,Washington,United States,98225,862-555-0162,9/19/1972,Bachelors ,Skilled Manual,F,M,1,0,1,1,51459,61,0
16114,,Gavin,,Ross,,142 Mt. Trinity Court,,Glendale,California,United States,91203,626-555-0177,3/14/1963,Bachelors ,Professional,M,M,1,2,2,4,102035,115,1
13159,,Roberto,M,Ramos,,6210 Mt. Tamlapais Place,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0121,10/14/1941,Bachelors ,Management,M,M,1,2,0,2,52600,65,0
28826,,Jack,,Sharma,,9637 Kenneth Ct,,Woodburn,Oregon,United States,97071,357-555-0115,7/13/1972,Graduate Degree,Skilled Manual,M,M,1,0,0,1,97662,81,0
15249,,Abigail,L,Anderson,,6565 Woodcrest Dr.,,Oakland,California,United States,94611,142-555-0137,2/12/1980,High School,Skilled Manual,F,S,0,2,0,0,28352,39,0
20172,,Kelli,,Gao,,1619 Mills Dr.,,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0194,11/17/1959,Graduate Degree,Clerical,F,S,1,0,0,3,65068,44,0
11102,,Julia,L,Nelson,,2196 Coat Ct.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0124,4/21/1965,Bachelors ,Professional,F,S,1,4,5,5,95167,89,1
16146,,Jacquelyn,,Saunders,,1694 All Dr.,,Bellingham,Washington,United States,98225,574-555-0154,2/21/1959,Graduate Degree,Professional,F,M,1,0,0,1,119739,55,0
12352,,Ramon,D,Zhang,,3648 Willow Drive,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,3/5/1973,High School,Management,M,M,0,2,5,5,120108,157,1
14029,,Christina,,Morris,,6680 Brookdale Dr.,,Lake Oswego,Oregon,United States,97034,193-555-0194,8/22/1976,Partial College,Professional,F,M,1,2,0,0,70860,51,1
17218,,Craig,G,Carlson,,2204 Terry Lynn Lane,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0113,3/20/1950,High School,Management,M,M,1,2,5,5,160673,168,1
20030,,Alexander,E,Harris,,175 Loeffler Lane,,Burlingame,California,United States,94010,612-555-0175,3/21/1964,Bachelors ,Skilled Manual,M,M,1,2,2,4,88302,112,1
12121,,Logan,H,Wilson,,6928 Toyon Dr.,,Milwaukie,Oregon,United States,97222,999-555-0111,9/25/1952,High School,Professional,M,S,1,2,1,3,92795,95,1
11456,,Jon,C,Gao,,6455 Garnet Lane,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0136,7/8/1974,Partial High School,Professional,M,M,1,4,5,5,148624,165,0
19935,,Clinton,,Navarro,,Auf dem Ufer 764,,Poing,Saarland,Germany,66041,1 (11) 500 555-0176,12/22/1951,Partial College,Professional,M,M,1,4,4,4,118051,142,1
19941,,Cedric,R,Liang,,2023 Flame Drive,,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0192,3/11/1949,High School,Management,M,S,0,4,5,5,164967,146,1
25910,,Natalie,R,Miller,,5927 Diokmo Ct.,,National City,California,United States,91950,117-555-0198,9/18/1979,Partial College,Skilled Manual,F,M,1,1,0,0,76374,51,0
17159,,Kellie,,Ruiz,,9905 North 29th St.,,Bellingham,Washington,United States,98225,183-555-0136,10/4/1950,Partial College,Professional,F,S,1,2,1,2,71994,54,1
14956,,Krista,,Romero,,Zeiter Weg 9922,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0113,4/11/1963,High School,Manual,F,S,1,0,4,4,16490,69,1
23479,,Fernando,,Robinson,,3287 Corte Poquito,# 2,Salem,Oregon,United States,97301,395-555-0157,8/16/1963,Partial College,Professional,M,S,0,2,0,0,114686,82,1
11086,,Ryan,,Brown,,2939 Wesley Ct.,,Santa Monica,California,United States,90401,539-555-0198,12/23/1957,Partial College,Professional,M,M,1,0,1,2,97834,98,0
18749,,Olivia,B,Stewart,,2844 Plymouth Drive,,Newton,British Columbia,Canada,V2M1S6,478-555-0145,8/14/1976,High School,Skilled Manual,F,M,1,2,0,0,37535,43,0
20078,,Jose,E,Lee,,6899 Pembroke Dr.,,Oregon City,Oregon,United States,97045,914-555-0154,10/21/1953,High School,Manual,M,M,0,2,0,2,22338,64,0
14455,,Alexandra,,Mitchell,,1987 Jennifer Way,,Metchosin,British Columbia,Canada,V9,196-555-0198,3/17/1963,Partial College,Professional,F,M,1,2,3,4,91419,84,1
21572,,Randall,,Ramos,,5691 Lexington Road,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0179,4/27/1971,Bachelors ,Management,M,M,1,4,5,5,156831,168,1
11911,,Rachael,D,Kapoor,,4159 Bayshore Rd.,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0149,11/16/1966,Graduate Degree,Management,F,M,1,3,5,5,111061,97,1
18265,,Trisha,,Cai,,5656 Via Delaware,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0144,1/22/1964,Bachelors ,Professional,F,M,1,3,4,4,82898,87,1
